epoch, 0, time used, 1, seconds, train loss, 0.4897899499, validation loss:, 0.3135053336
epoch, 1, time used, 0, seconds, train loss, 0.2571159898, validation loss:, 0.2626268662
epoch, 2, time used, 1, seconds, train loss, 0.2213242301, validation loss:, 0.2267894577
epoch, 3, time used, 1, seconds, train loss, 0.1994861939, validation loss:, 0.2115547254
epoch, 4, time used, 1, seconds, train loss, 0.1832673932, validation loss:, 0.1964203854
epoch, 5, time used, 1, seconds, train loss, 0.1719109671, validation loss:, 0.1911525768
epoch, 6, time used, 1, seconds, train loss, 0.1656674552, validation loss:, 0.1770889526
epoch, 7, time used, 1, seconds, train loss, 0.1554655282, validation loss:, 0.1657689813
epoch, 8, time used, 1, seconds, train loss, 0.1522165048, validation loss:, 0.1644497091
epoch, 9, time used, 1, seconds, train loss, 0.1437979000, validation loss:, 0.1600525608
epoch, 10, time used, 1, seconds, train loss, 0.1390837945, validation loss:, 0.1531109715
epoch, 11, time used, 1, seconds, train loss, 0.1377797848, validation loss:, 0.1536536205
epoch, 12, time used, 1, seconds, train loss, 0.1329906432, validation loss:, 0.1474945456
epoch, 13, time used, 1, seconds, train loss, 0.1284693159, validation loss:, 0.1450362434
epoch, 14, time used, 1, seconds, train loss, 0.1272977734, validation loss:, 0.1479060734
epoch, 15, time used, 1, seconds, train loss, 0.1234131515, validation loss:, 0.1641874204
epoch, 16, time used, 1, seconds, train loss, 0.1238033948, validation loss:, 0.1372473176
epoch, 17, time used, 1, seconds, train loss, 0.1217853588, validation loss:, 0.1393216057
epoch, 18, time used, 1, seconds, train loss, 0.1159773719, validation loss:, 0.1322147915
epoch, 19, time used, 1, seconds, train loss, 0.1159502187, validation loss:, 0.1323966368
epoch, 20, time used, 1, seconds, train loss, 0.1166632578, validation loss:, 0.1334354032
epoch, 21, time used, 1, seconds, train loss, 0.1128766299, validation loss:, 0.1258629029
epoch, 22, time used, 1, seconds, train loss, 0.1113326048, validation loss:, 0.1277974649
epoch, 23, time used, 1, seconds, train loss, 0.1111413400, validation loss:, 0.1240687336
epoch, 24, time used, 1, seconds, train loss, 0.1102995633, validation loss:, 0.1377073416
epoch, 25, time used, 1, seconds, train loss, 0.1132121168, validation loss:, 0.1219464952
epoch, 26, time used, 1, seconds, train loss, 0.1049928638, validation loss:, 0.1229774201
epoch, 27, time used, 1, seconds, train loss, 0.1030744519, validation loss:, 0.1333448154
epoch, 28, time used, 1, seconds, train loss, 0.1028082078, validation loss:, 0.1184442418
epoch, 29, time used, 1, seconds, train loss, 0.1038224408, validation loss:, 0.1260315614
epoch, 30, time used, 1, seconds, train loss, 0.1034158653, validation loss:, 0.1214896293
epoch, 31, time used, 1, seconds, train loss, 0.1016323776, validation loss:, 0.1203400882
epoch, 32, time used, 1, seconds, train loss, 0.0999428988, validation loss:, 0.1162317543
epoch, 33, time used, 1, seconds, train loss, 0.1000127348, validation loss:, 0.1361297066
epoch, 34, time used, 1, seconds, train loss, 0.1024679037, validation loss:, 0.1213774223
epoch, 35, time used, 1, seconds, train loss, 0.1010948234, validation loss:, 0.1209543401
epoch, 36, time used, 1, seconds, train loss, 0.0974655495, validation loss:, 0.1196782448
epoch, 37, time used, 1, seconds, train loss, 0.0968546153, validation loss:, 0.1127069126
epoch, 38, time used, 1, seconds, train loss, 0.0974961174, validation loss:, 0.1134479933
epoch, 39, time used, 1, seconds, train loss, 0.0959870356, validation loss:, 0.1303418680
epoch, 40, time used, 1, seconds, train loss, 0.0979751033, validation loss:, 0.1316539200
epoch, 41, time used, 1, seconds, train loss, 0.0998153764, validation loss:, 0.1281357805
epoch, 42, time used, 1, seconds, train loss, 0.0947663721, validation loss:, 0.1175853046
epoch, 43, time used, 1, seconds, train loss, 0.0919800091, validation loss:, 0.1245019056
epoch, 44, time used, 1, seconds, train loss, 0.0930477996, validation loss:, 0.1127139192
epoch, 45, time used, 1, seconds, train loss, 0.0929932232, validation loss:, 0.1080965079
epoch, 46, time used, 1, seconds, train loss, 0.0929367202, validation loss:, 0.1098517006
epoch, 47, time used, 1, seconds, train loss, 0.0918525617, validation loss:, 0.1156652402
epoch, 48, time used, 1, seconds, train loss, 0.0913282041, validation loss:, 0.1095414053
epoch, 49, time used, 1, seconds, train loss, 0.0884040056, validation loss:, 0.1125303471
epoch, 50, time used, 1, seconds, train loss, 0.0898212490, validation loss:, 0.1188342075
epoch, 51, time used, 1, seconds, train loss, 0.0902193682, validation loss:, 0.1195773822
epoch, 52, time used, 1, seconds, train loss, 0.0888856989, validation loss:, 0.1083737037
epoch, 53, time used, 1, seconds, train loss, 0.0881728791, validation loss:, 0.1190700811
epoch, 54, time used, 1, seconds, train loss, 0.0888360387, validation loss:, 0.1080191591
epoch, 55, time used, 1, seconds, train loss, 0.0870135873, validation loss:, 0.1092564150
epoch, 56, time used, 1, seconds, train loss, 0.0865535916, validation loss:, 0.1053489286
epoch, 57, time used, 1, seconds, train loss, 0.0875054225, validation loss:, 0.1089103733
epoch, 58, time used, 1, seconds, train loss, 0.0885503304, validation loss:, 0.1215619562
epoch, 59, time used, 1, seconds, train loss, 0.0878528696, validation loss:, 0.1069396965
epoch, 60, time used, 1, seconds, train loss, 0.0861084122, validation loss:, 0.1165705741
epoch, 61, time used, 1, seconds, train loss, 0.0893946682, validation loss:, 0.1147751440
epoch, 62, time used, 1, seconds, train loss, 0.0854261782, validation loss:, 0.1015828222
epoch, 63, time used, 1, seconds, train loss, 0.0844737944, validation loss:, 0.1134125995
epoch, 64, time used, 1, seconds, train loss, 0.0819270550, validation loss:, 0.0992101950
epoch, 65, time used, 0, seconds, train loss, 0.0826806628, validation loss:, 0.1051025061
epoch, 66, time used, 0, seconds, train loss, 0.0829273116, validation loss:, 0.1050945812
epoch, 67, time used, 1, seconds, train loss, 0.0835187587, validation loss:, 0.1068242427
epoch, 68, time used, 1, seconds, train loss, 0.0824254755, validation loss:, 0.1105452315
epoch, 69, time used, 1, seconds, train loss, 0.0848769656, validation loss:, 0.1115058294
epoch, 70, time used, 1, seconds, train loss, 0.0831779615, validation loss:, 0.1111979909
epoch, 71, time used, 1, seconds, train loss, 0.0803669313, validation loss:, 0.1094322451
epoch, 72, time used, 1, seconds, train loss, 0.0809220243, validation loss:, 0.1019750462
epoch, 73, time used, 1, seconds, train loss, 0.0805442813, validation loss:, 0.1079407543
