epoch, 0, time used, 0, seconds, train loss, 0.5567386015, validation loss:, 0.2848381682
epoch, 1, time used, 0, seconds, train loss, 0.2910654046, validation loss:, 0.2304518380
epoch, 2, time used, 0, seconds, train loss, 0.2554489022, validation loss:, 0.2111132939
epoch, 3, time used, 0, seconds, train loss, 0.2393807748, validation loss:, 0.1918835600
epoch, 4, time used, 0, seconds, train loss, 0.2278088580, validation loss:, 0.2043178888
epoch, 5, time used, 0, seconds, train loss, 0.2088074153, validation loss:, 0.1932468225
epoch, 6, time used, 0, seconds, train loss, 0.1983452090, validation loss:, 0.1788463205
epoch, 7, time used, 0, seconds, train loss, 0.1969119336, validation loss:, 0.1719743671
epoch, 8, time used, 0, seconds, train loss, 0.1900601184, validation loss:, 0.1732366467
epoch, 9, time used, 0, seconds, train loss, 0.1789765830, validation loss:, 0.1627110854
epoch, 10, time used, 0, seconds, train loss, 0.1693349370, validation loss:, 0.1528843231
epoch, 11, time used, 0, seconds, train loss, 0.1699490921, validation loss:, 0.1432095327
epoch, 12, time used, 0, seconds, train loss, 0.1610420528, validation loss:, 0.1374045794
epoch, 13, time used, 0, seconds, train loss, 0.1561390467, validation loss:, 0.1486599930
epoch, 14, time used, 0, seconds, train loss, 0.1511240786, validation loss:, 0.1401796852
epoch, 15, time used, 0, seconds, train loss, 0.1439880738, validation loss:, 0.1282813611
epoch, 16, time used, 0, seconds, train loss, 0.1404943660, validation loss:, 0.1411910014
epoch, 17, time used, 0, seconds, train loss, 0.1392266880, validation loss:, 0.1340079968
epoch, 18, time used, 0, seconds, train loss, 0.1336747510, validation loss:, 0.1300916550
epoch, 19, time used, 0, seconds, train loss, 0.1284413000, validation loss:, 0.1211354426
epoch, 20, time used, 0, seconds, train loss, 0.1245133871, validation loss:, 0.1204803601
epoch, 21, time used, 0, seconds, train loss, 0.1228646339, validation loss:, 0.1100877543
epoch, 22, time used, 0, seconds, train loss, 0.1177650124, validation loss:, 0.1149542779
epoch, 23, time used, 0, seconds, train loss, 0.1249639323, validation loss:, 0.1204222980
epoch, 24, time used, 0, seconds, train loss, 0.1219331764, validation loss:, 0.1236783983
epoch, 25, time used, 0, seconds, train loss, 0.1187536968, validation loss:, 0.1121455678
epoch, 26, time used, 0, seconds, train loss, 0.1149944210, validation loss:, 0.1207335930
epoch, 27, time used, 0, seconds, train loss, 0.1212835283, validation loss:, 0.1314714578
epoch, 28, time used, 0, seconds, train loss, 0.1180532313, validation loss:, 0.1151943660
epoch, 29, time used, 0, seconds, train loss, 0.1131533596, validation loss:, 0.1238351254
epoch, 30, time used, 0, seconds, train loss, 0.1136964203, validation loss:, 0.1101808105
epoch, 31, time used, 0, seconds, train loss, 0.1137489149, validation loss:, 0.1035846766
epoch, 32, time used, 0, seconds, train loss, 0.1097338631, validation loss:, 0.1065374153
epoch, 33, time used, 0, seconds, train loss, 0.1091123717, validation loss:, 0.1070565832
epoch, 34, time used, 0, seconds, train loss, 0.1114626707, validation loss:, 0.1043935166
epoch, 35, time used, 0, seconds, train loss, 0.1071890598, validation loss:, 0.1035381838
epoch, 36, time used, 0, seconds, train loss, 0.1087321873, validation loss:, 0.1053939142
epoch, 37, time used, 0, seconds, train loss, 0.1064880222, validation loss:, 0.1073695366
epoch, 38, time used, 0, seconds, train loss, 0.1124242460, validation loss:, 0.1023827521
epoch, 39, time used, 0, seconds, train loss, 0.1064671023, validation loss:, 0.1082113617
epoch, 40, time used, 0, seconds, train loss, 0.1042744114, validation loss:, 0.1024135612
epoch, 41, time used, 0, seconds, train loss, 0.1083223569, validation loss:, 0.0997094952
epoch, 42, time used, 0, seconds, train loss, 0.1041284976, validation loss:, 0.1120325015
epoch, 43, time used, 0, seconds, train loss, 0.1021525130, validation loss:, 0.1000430407
epoch, 44, time used, 0, seconds, train loss, 0.1023140361, validation loss:, 0.1045273086
epoch, 45, time used, 0, seconds, train loss, 0.1014641364, validation loss:, 0.1042006576
epoch, 46, time used, 0, seconds, train loss, 0.1002939429, validation loss:, 0.1007010345
epoch, 47, time used, 0, seconds, train loss, 0.1014990111, validation loss:, 0.0963169259
epoch, 48, time used, 0, seconds, train loss, 0.0993012997, validation loss:, 0.0994774462
epoch, 49, time used, 0, seconds, train loss, 0.0997416432, validation loss:, 0.1004392124
epoch, 50, time used, 0, seconds, train loss, 0.0992181459, validation loss:, 0.1054420068
epoch, 51, time used, 0, seconds, train loss, 0.1031507259, validation loss:, 0.0979795886
epoch, 52, time used, 0, seconds, train loss, 0.0975163911, validation loss:, 0.1029070725
epoch, 53, time used, 0, seconds, train loss, 0.0969554675, validation loss:, 0.0973536769
epoch, 54, time used, 0, seconds, train loss, 0.0980006966, validation loss:, 0.1107306423
epoch, 55, time used, 0, seconds, train loss, 0.1004131313, validation loss:, 0.0971017541
epoch, 56, time used, 0, seconds, train loss, 0.0966256759, validation loss:, 0.0982356194
