epoch, 0, time used, 6, seconds, train loss, 0.3895175278, validation loss:, 0.2976308893
epoch, 1, time used, 6, seconds, train loss, 0.2381935288, validation loss:, 0.2717556359
epoch, 2, time used, 6, seconds, train loss, 0.2184232024, validation loss:, 0.2553612644
epoch, 3, time used, 6, seconds, train loss, 0.2166482997, validation loss:, 0.2424503701
epoch, 4, time used, 6, seconds, train loss, 0.2043712947, validation loss:, 0.2392885144
epoch, 5, time used, 6, seconds, train loss, 0.1949314228, validation loss:, 0.2170050940
epoch, 6, time used, 6, seconds, train loss, 0.1801622434, validation loss:, 0.2163846073
epoch, 7, time used, 6, seconds, train loss, 0.1864634897, validation loss:, 0.2004899111
epoch, 8, time used, 6, seconds, train loss, 0.1779489045, validation loss:, 0.2194630532
epoch, 9, time used, 6, seconds, train loss, 0.1785028528, validation loss:, 0.2023481428
epoch, 10, time used, 6, seconds, train loss, 0.1698996603, validation loss:, 0.2038842322
epoch, 11, time used, 6, seconds, train loss, 0.1580019641, validation loss:, 0.1894219192
epoch, 12, time used, 6, seconds, train loss, 0.1510225170, validation loss:, 0.1890936171
epoch, 13, time used, 6, seconds, train loss, 0.1456579079, validation loss:, 0.1686400549
epoch, 14, time used, 6, seconds, train loss, 0.1372632364, validation loss:, 0.1746488821
epoch, 15, time used, 6, seconds, train loss, 0.1323200040, validation loss:, 0.1785109171
epoch, 16, time used, 6, seconds, train loss, 0.1436077346, validation loss:, 0.1957541740
epoch, 17, time used, 6, seconds, train loss, 0.1301048428, validation loss:, 0.1561366534
epoch, 18, time used, 6, seconds, train loss, 0.1268277959, validation loss:, 0.1488274828
epoch, 19, time used, 6, seconds, train loss, 0.1344066261, validation loss:, 0.1951143858
epoch, 20, time used, 6, seconds, train loss, 0.1297870500, validation loss:, 0.1706674964
epoch, 21, time used, 6, seconds, train loss, 0.1293515576, validation loss:, 0.1770514380
epoch, 22, time used, 6, seconds, train loss, 0.1264714504, validation loss:, 0.1498294567
epoch, 23, time used, 6, seconds, train loss, 0.1332731683, validation loss:, 0.1660977042
epoch, 24, time used, 6, seconds, train loss, 0.1242151981, validation loss:, 0.1591349420
epoch, 25, time used, 6, seconds, train loss, 0.1160432106, validation loss:, 0.1440270334
epoch, 26, time used, 6, seconds, train loss, 0.1166600683, validation loss:, 0.1555787094
epoch, 27, time used, 6, seconds, train loss, 0.1159927454, validation loss:, 0.1431386399
epoch, 28, time used, 6, seconds, train loss, 0.1157536620, validation loss:, 0.1561943691
epoch, 29, time used, 6, seconds, train loss, 0.1128311822, validation loss:, 0.1602823975
epoch, 30, time used, 6, seconds, train loss, 0.1218036164, validation loss:, 0.1424708900
epoch, 31, time used, 6, seconds, train loss, 0.1126213098, validation loss:, 0.1436042854
epoch, 32, time used, 5, seconds, train loss, 0.1102165647, validation loss:, 0.1735860323
epoch, 33, time used, 5, seconds, train loss, 0.1249833844, validation loss:, 0.1397758752
epoch, 34, time used, 5, seconds, train loss, 0.1095968531, validation loss:, 0.1496119124
epoch, 35, time used, 5, seconds, train loss, 0.1127250738, validation loss:, 0.1498258556
epoch, 36, time used, 5, seconds, train loss, 0.1077646580, validation loss:, 0.1299032616
epoch, 37, time used, 5, seconds, train loss, 0.1062091975, validation loss:, 0.1491092952
epoch, 38, time used, 5, seconds, train loss, 0.1042127659, validation loss:, 0.1482691615
epoch, 39, time used, 5, seconds, train loss, 0.1120215021, validation loss:, 0.1318222159
epoch, 40, time used, 5, seconds, train loss, 0.1052251089, validation loss:, 0.1331264059
epoch, 41, time used, 5, seconds, train loss, 0.1068368830, validation loss:, 0.1453692545
epoch, 42, time used, 5, seconds, train loss, 0.1009478191, validation loss:, 0.1400923966
epoch, 43, time used, 5, seconds, train loss, 0.1044117734, validation loss:, 0.1508858001
epoch, 44, time used, 5, seconds, train loss, 0.1023769961, validation loss:, 0.1302090439
epoch, 45, time used, 5, seconds, train loss, 0.1064387113, validation loss:, 0.1720413822
