epoch, 0, time used, 7, seconds, train loss, 0.3759758911, validation loss:, 0.2362319675
epoch, 1, time used, 4, seconds, train loss, 0.2533033690, validation loss:, 0.2178326053
epoch, 2, time used, 5, seconds, train loss, 0.2361817552, validation loss:, 0.1970596110
epoch, 3, time used, 6, seconds, train loss, 0.2097976098, validation loss:, 0.1733593229
epoch, 4, time used, 6, seconds, train loss, 0.1904988981, validation loss:, 0.1586693404
epoch, 5, time used, 5, seconds, train loss, 0.1801455738, validation loss:, 0.1499479637
epoch, 6, time used, 4, seconds, train loss, 0.1735378619, validation loss:, 0.1411753017
epoch, 7, time used, 5, seconds, train loss, 0.1681592931, validation loss:, 0.1418174978
epoch, 8, time used, 5, seconds, train loss, 0.1624309096, validation loss:, 0.1401449925
epoch, 9, time used, 4, seconds, train loss, 0.1559525180, validation loss:, 0.1271376260
epoch, 10, time used, 4, seconds, train loss, 0.1505164359, validation loss:, 0.1198877778
epoch, 11, time used, 4, seconds, train loss, 0.1442999486, validation loss:, 0.1165707542
epoch, 12, time used, 3, seconds, train loss, 0.1392214802, validation loss:, 0.1179518849
epoch, 13, time used, 4, seconds, train loss, 0.1336833525, validation loss:, 0.1087046736
epoch, 14, time used, 4, seconds, train loss, 0.1290141164, validation loss:, 0.1037015278
epoch, 15, time used, 4, seconds, train loss, 0.1247391458, validation loss:, 0.1135457564
epoch, 16, time used, 4, seconds, train loss, 0.1209620656, validation loss:, 0.0909690969
epoch, 17, time used, 4, seconds, train loss, 0.1158387333, validation loss:, 0.0914327673
epoch, 18, time used, 4, seconds, train loss, 0.1128397109, validation loss:, 0.0852176510
epoch, 19, time used, 4, seconds, train loss, 0.1098829962, validation loss:, 0.0866979850
epoch, 20, time used, 5, seconds, train loss, 0.1074498537, validation loss:, 0.0841416495
epoch, 21, time used, 6, seconds, train loss, 0.1049323584, validation loss:, 0.0834384525
epoch, 22, time used, 5, seconds, train loss, 0.1036037262, validation loss:, 0.0817998494
epoch, 23, time used, 5, seconds, train loss, 0.1014568777, validation loss:, 0.0784911858
epoch, 24, time used, 5, seconds, train loss, 0.1010073674, validation loss:, 0.0891160898
epoch, 25, time used, 5, seconds, train loss, 0.0997981279, validation loss:, 0.0765272658
epoch, 26, time used, 5, seconds, train loss, 0.0984627244, validation loss:, 0.0747425811
epoch, 27, time used, 5, seconds, train loss, 0.0959193618, validation loss:, 0.0783965268
epoch, 28, time used, 4, seconds, train loss, 0.0969145586, validation loss:, 0.0747472515
epoch, 29, time used, 4, seconds, train loss, 0.0949672367, validation loss:, 0.0862563877
epoch, 30, time used, 4, seconds, train loss, 0.0937776799, validation loss:, 0.0751105630
epoch, 31, time used, 5, seconds, train loss, 0.0948061283, validation loss:, 0.0750052833
epoch, 32, time used, 3, seconds, train loss, 0.0927741030, validation loss:, 0.0739158495
epoch, 33, time used, 3, seconds, train loss, 0.0920141339, validation loss:, 0.0763940165
epoch, 34, time used, 3, seconds, train loss, 0.0902055120, validation loss:, 0.0731649413
epoch, 35, time used, 3, seconds, train loss, 0.0890674840, validation loss:, 0.0811120304
epoch, 36, time used, 3, seconds, train loss, 0.0881818686, validation loss:, 0.0778895700
epoch, 37, time used, 3, seconds, train loss, 0.0873885881, validation loss:, 0.0753912708
epoch, 38, time used, 3, seconds, train loss, 0.0866499096, validation loss:, 0.0657163514
