epoch, 0, time used, 0, seconds, train loss, 0.3072706689, validation loss:, 0.1904230678
epoch, 1, time used, 0, seconds, train loss, 0.1460463982, validation loss:, 0.1396272776
epoch, 2, time used, 0, seconds, train loss, 0.1060379776, validation loss:, 0.1414564545
epoch, 3, time used, 0, seconds, train loss, 0.1037123541, validation loss:, 0.1386886875
epoch, 4, time used, 0, seconds, train loss, 0.0930208230, validation loss:, 0.1022655955
epoch, 5, time used, 0, seconds, train loss, 0.0771612221, validation loss:, 0.0876211482
epoch, 6, time used, 0, seconds, train loss, 0.0723588314, validation loss:, 0.1032886872
epoch, 7, time used, 0, seconds, train loss, 0.0741979548, validation loss:, 0.0886583253
epoch, 8, time used, 0, seconds, train loss, 0.0670811065, validation loss:, 0.0732467770
epoch, 9, time used, 0, seconds, train loss, 0.0668371758, validation loss:, 0.0881550981
epoch, 10, time used, 0, seconds, train loss, 0.0776322933, validation loss:, 0.0845753617
epoch, 11, time used, 0, seconds, train loss, 0.0685824570, validation loss:, 0.0765429905
epoch, 12, time used, 0, seconds, train loss, 0.0647420260, validation loss:, 0.0782281119
epoch, 13, time used, 0, seconds, train loss, 0.0592878227, validation loss:, 0.0734281459
epoch, 14, time used, 0, seconds, train loss, 0.0601799140, validation loss:, 0.0819972000
epoch, 15, time used, 0, seconds, train loss, 0.0634686254, validation loss:, 0.0776137792
epoch, 16, time used, 0, seconds, train loss, 0.0618715413, validation loss:, 0.0744557693
epoch, 17, time used, 0, seconds, train loss, 0.0595244652, validation loss:, 0.0689176347
epoch, 18, time used, 0, seconds, train loss, 0.0538151240, validation loss:, 0.0690388334
epoch, 19, time used, 0, seconds, train loss, 0.0537865759, validation loss:, 0.0652071290
epoch, 20, time used, 0, seconds, train loss, 0.0509828391, validation loss:, 0.0645470107
epoch, 21, time used, 0, seconds, train loss, 0.0596836032, validation loss:, 0.0820878786
epoch, 22, time used, 0, seconds, train loss, 0.0624990417, validation loss:, 0.0740520866
epoch, 23, time used, 0, seconds, train loss, 0.0555695603, validation loss:, 0.0640186563
epoch, 24, time used, 0, seconds, train loss, 0.0524838020, validation loss:, 0.0804636408
epoch, 25, time used, 0, seconds, train loss, 0.0560209539, validation loss:, 0.0667992010
epoch, 26, time used, 0, seconds, train loss, 0.0510672837, validation loss:, 0.0679959868
epoch, 27, time used, 0, seconds, train loss, 0.0523151958, validation loss:, 0.0683110797
epoch, 28, time used, 0, seconds, train loss, 0.0543449991, validation loss:, 0.0784044488
epoch, 29, time used, 0, seconds, train loss, 0.0501455934, validation loss:, 0.0640674485
epoch, 30, time used, 0, seconds, train loss, 0.0555098788, validation loss:, 0.0709592758
epoch, 31, time used, 0, seconds, train loss, 0.0505704757, validation loss:, 0.0639566692
epoch, 32, time used, 0, seconds, train loss, 0.0459254678, validation loss:, 0.0607384334
epoch, 33, time used, 0, seconds, train loss, 0.0490481390, validation loss:, 0.0703531205
epoch, 34, time used, 0, seconds, train loss, 0.0494781379, validation loss:, 0.0662566110
epoch, 35, time used, 0, seconds, train loss, 0.0479494065, validation loss:, 0.0620323144
epoch, 36, time used, 0, seconds, train loss, 0.0460874483, validation loss:, 0.0646582246
epoch, 37, time used, 0, seconds, train loss, 0.0530804871, validation loss:, 0.0619746081
epoch, 38, time used, 0, seconds, train loss, 0.0532998744, validation loss:, 0.0593390250
epoch, 39, time used, 0, seconds, train loss, 0.0462657702, validation loss:, 0.0594011348
epoch, 40, time used, 0, seconds, train loss, 0.0460634245, validation loss:, 0.0637609435
epoch, 41, time used, 0, seconds, train loss, 0.0465491264, validation loss:, 0.0600430573
epoch, 42, time used, 0, seconds, train loss, 0.0431792116, validation loss:, 0.0559649110
epoch, 43, time used, 0, seconds, train loss, 0.0463084457, validation loss:, 0.0615680319
epoch, 44, time used, 0, seconds, train loss, 0.0491417578, validation loss:, 0.0592988553
epoch, 45, time used, 0, seconds, train loss, 0.0443473139, validation loss:, 0.0623372266
epoch, 46, time used, 0, seconds, train loss, 0.0436392988, validation loss:, 0.0559318191
epoch, 47, time used, 0, seconds, train loss, 0.0434381701, validation loss:, 0.0584970049
epoch, 48, time used, 0, seconds, train loss, 0.0448247832, validation loss:, 0.0626280478
epoch, 49, time used, 0, seconds, train loss, 0.0497042745, validation loss:, 0.0650275480
epoch, 50, time used, 0, seconds, train loss, 0.0460488935, validation loss:, 0.0571047303
epoch, 51, time used, 0, seconds, train loss, 0.0433787688, validation loss:, 0.0626087969
epoch, 52, time used, 0, seconds, train loss, 0.0446940570, validation loss:, 0.0659138654
epoch, 53, time used, 0, seconds, train loss, 0.0446391119, validation loss:, 0.0552013392
epoch, 54, time used, 0, seconds, train loss, 0.0454476966, validation loss:, 0.0667567465
epoch, 55, time used, 0, seconds, train loss, 0.0494637391, validation loss:, 0.0634065275
epoch, 56, time used, 0, seconds, train loss, 0.0428284695, validation loss:, 0.0540030843
epoch, 57, time used, 0, seconds, train loss, 0.0423152504, validation loss:, 0.0581614485
epoch, 58, time used, 0, seconds, train loss, 0.0418706701, validation loss:, 0.0555666661
epoch, 59, time used, 0, seconds, train loss, 0.0426464282, validation loss:, 0.0542905030
epoch, 60, time used, 0, seconds, train loss, 0.0420066870, validation loss:, 0.0515979292
epoch, 61, time used, 0, seconds, train loss, 0.0413147222, validation loss:, 0.0531461469
